아	a
拜	bae
排	bae
杯	bae
湃	bae
焙	bae
琲	bae
盃	bae
背	bae
胚	bae
蓓	bae
裴	bae
裵	bae
褙	bae
賠	bae
輩	bae
配	bae
陪	bae
北	bae
伯	baek
佰	baek
帛	baek
柏	baek
栢	baek
白	baek
百	baek
粨	baek
魄	baek
亳	bak
剝	bak
博	bak
拍	bak
搏	bak
撲	bak
朴	bak
柏	bak
樸	bak
欂	bak
泊	bak
爆	bak
牔	bak
珀	bak
璞	bak
箔	bak
簿	bak
粕	bak
縛	bak
膊	bak
舶	bak
薄	bak
迫	bak
鎛	bak
雹	bak
駁	bak
駮	bak
髆	bak
勃	bal
哱	bal
悖	bal
拔	bal
撥	bal
浡	bal
渤	bal
潑	bal
發	bal
脖	bal
跋	bal
醱	bal
鈸	bal
鉢	bal
髮	bal
魃	bal
鵓	bal
伴	ban
半	ban
反	ban
叛	ban
媻	ban
弁	ban
彬	ban
扳	ban
拌	ban
搫	ban
搬	ban
攀	ban
攽	ban
斑	ban
朌	ban
槃	ban
泮	ban
潘	ban
班	ban
畔	ban
瘢	ban
盤	ban
盼	ban
磐	ban
磻	ban
礬	ban
絆	ban
繁	ban
胖	ban
般	ban
螌	ban
蟠	ban
返	ban
頒	ban
頖	ban
飯	ban
仿	bang
倣	bang
傍	bang
厖	bang
坊	bang
妨	bang
尨	bang
幇	bang
幫	bang
彭	bang
彷	bang
徬	bang
房	bang
搒	bang
放	bang
方	bang
旁	bang
旊	bang
昉	bang
枋	bang
梆	bang
榜	bang
滂	bang
牓	bang
磅	bang
紡	bang
肪	bang
膀	bang
舫	bang
舽	bang
芳	bang
蒡	bang
蚌	bang
螃	bang
訪	bang
謗	bang
邦	bang
鎊	bang
防	bang
髣	bang
魴	bang
龐	bang
伐	beol
橃	beol
筏	beol
罰	beol
罸	beol
閥	beol
凡	beom
帆	beom
梵	beom
氾	beom
汎	beom
泛	beom
犯	beom
笵	beom
範	beom
范	beom
訉	beom
釩	beom
颿	beom
幡	beon
樊	beon
潘	beon
煩	beon
燔	beon
番	beon
繁	beon
繙	beon
翻	beon
膰	beon
蕃	beon
藩	beon
蘩	beon
袢	beon
飜	beon
磻	beon
法	beop
琺	beop
丕	bi
仳	bi
俾	bi
備	bi
僻	bi
剕	bi
匕	bi
匪	bi
卑	bi
否	bi
圮	bi
埤	bi
妃	bi
妣	bi
婢	bi
屁	bi
庇	bi
庳	bi
悱	bi
悲	bi
憊	bi
扉	bi
批	bi
斐	bi
枇	bi
棐	bi
椑	bi
榧	bi
比	bi
毖	bi
毗	bi
毘	bi
沘	bi
沸	bi
泌	bi
淝	bi
淠	bi
濞	bi
狉	bi
狒	bi
琵	bi
痞	bi
痹	bi
痺	bi
睥	bi
砒	bi
碑	bi
祕	bi
秕	bi
秘	bi
篦	bi
粃	bi
紕	bi
緋	bi
羆	bi
翡	bi
肥	bi
脾	bi
腓	bi
臂	bi
芘	bi
芾	bi
菲	bi
萆	bi
蓖	bi
蚍	bi
蜚	bi
裨	bi
誹	bi
譬	bi
貔	bi
費	bi
賁	bi
贔	bi
轡	bi
邳	bi
郫	bi
鄙	bi
閟	bi
陴	bi
霏	bi
非	bi
鞴	bi
飛	bi
騑	bi
騛	bi
髀	bi
鼙	bi
鼻	bi
不	bi
泌	bi
份	bin
儐	bin
嚬	bin
嬪	bin
彬	bin
擯	bin
斌	bin
檳	bin
殯	bin
浜	bin
濱	bin
瀕	bin
牝	bin
玭	bin
矉	bin
繽	bin
臏	bin
蘋	bin
豳	bin
貧	bin
賓	bin
贇	bin
邠	bin
鑌	bin
霦	bin
頻	bin
顰	bin
鬂	bin
鬢	bin
冰	bing
凭	bing
凴	bing
娉	bing
憑	bing
氷	bing
聘	bing
靐	bing
馮	bing
騁	bing
俌	bo
保	bo
堡	bo
報	bo
寶	bo
普	bo
步	bo
洑	bo
湺	bo
潽	bo
父	bo
珤	bo
甫	bo
盙	bo
簠	bo
菩	bo
葆	bo
補	bo
褓	bo
譜	bo
輔	bo
靌	bo
鴇	bo
黼	bo
伏	bok
僕	bok
副	bok
匐	bok
卜	bok
墣	bok
宓	bok
幞	bok
復	bok
扑	bok
撲	bok
服	bok
木	bok
樸	bok
濮	bok
福	bok
箙	bok
腹	bok
茯	bok
菔	bok
蔔	bok
蝠	bok
蝮	bok
複	bok
覆	bok
輹	bok
輻	bok
馥	bok
鰒	bok
鵩	bok
乶	bol
本	bon
丰	bong
俸	bong
夆	bong
奉	bong
封	bong
峯	bong
峰	bong
捧	bong
棒	bong
烽	bong
熢	bong
琫	bong
篷	bong
綘	bong
縫	bong
菶	bong
蓬	bong
蜂	bong
逢	bong
鋒	bong
鳳	bong
鴌	bong
不	bu
仆	bu
付	bu
伏	bu
俘	bu
俯	bu
傅	bu
剖	bu
副	bu
否	bu
咐	bu
埠	bu
培	bu
夫	bu
婦	bu
媍	bu
孚	bu
孵	bu
富	bu
府	bu
復	bu
扶	bu
抔	bu
拊	bu
掊	bu
敷	bu
斧	bu
桴	bu
榑	bu
浮	bu
涪	bu
溥	bu
父	bu
玞	bu
祔	bu
符	bu
筟	bu
簿	bu
缶	bu
罘	bu
罦	bu
胕	bu
腐	bu
腑	bu
膚	bu
艀	bu
芙	bu
芣	bu
苻	bu
莩	bu
蔀	bu
蚨	bu
蜉	bu
袝	bu
裒	bu
褒	bu
覆	bu
訃	bu
負	bu
賦	bu
賻	bu
赴	bu
趺	bu
跗	bu
輻	bu
部	bu
釜	bu
鈇	bu
阜	bu
附	bu
頫	bu
駙	bu
鮒	bu
鳧	bu
麩	bu
復	bu
輻	bu
北	buk
不	bul
佛	bul
岪	bul
弗	bul
彿	bul
拂	bul
沸	bul
祓	bul
紱	bul
艴	bul
茀	bul
韍	bul
髴	bul
黻	bul
不	bul
体	bun
分	bun
匪	bun
吩	bun
噴	bun
坌	bun
墳	bun
奔	bun
奮	bun
帉	bun
忿	bun
憤	bun
扮	bun
昐	bun
枌	bun
棻	bun
棼	bun
氛	bun
汾	bun
湓	bun
濆	bun
焚	bun
犇	bun
畚	bun
盆	bun
砏	bun
笨	bun
粉	bun
糞	bun
紛	bun
肦	bun
膹	bun
芬	bun
蕡	bun
賁	bun
轒	bun
雰	bun
黺	bun
鼢	bun
堋	bung
崩	bung
朋	bung
棚	bung
漰	bung
硼	bung
繃	bung
鬅	bung
鵬	bung
僻	byeok
劈	byeok
壁	byeok
擗	byeok
擘	byeok
檗	byeok
璧	byeok
甓	byeok
疈	byeok
癖	byeok
碧	byeok
蘗	byeok
襞	byeok
闢	byeok
霹	byeok
鷿	byeok
鼊	byeok
別	byeol
彆	byeol
瞥	byeol
蔽	byeol
鱉	byeol
鷩	byeol
鼈	byeol
便	byeon
卞	byeon
弁	byeon
忭	byeon
抃	byeon
籩	byeon
編	byeon
腁	byeon
變	byeon
賆	byeon
辨	byeon
辮	byeon
辯	byeon
邊	byeon
駢	byeon
骿	byeon
鴘	byeon
便	byeon
丙	byeong
並	byeong
倂	byeong
兵	byeong
塀	byeong
屛	byeong
幷	byeong
昞	byeong
昺	byeong
枋	byeong
柄	byeong
棅	byeong
浜	byeong
炳	byeong
甁	byeong
病	byeong
秉	byeong
竝	byeong
絣	byeong
缾	byeong
輧	byeong
迸	byeong
鈵	byeong
鉼	byeong
鋲	byeong
餠	byeong
騈	byeong
且	cha
佽	cha
侘	cha
借	cha
偖	cha
叉	cha
嗟	cha
奓	cha
岔	cha
嵯	cha
差	cha
徣	cha
槎	cha
次	cha
此	cha
瑳	cha
硨	cha
磋	cha
箚	cha
茶	cha
蹉	cha
車	cha
遮	cha
釵	cha
車	cha
茶	cha
債	chae
埰	chae
寀	chae
寨	chae
差	chae
彩	chae
採	chae
柴	chae
棌	chae
砦	chae
綵	chae
茝	chae
菜	chae
蔡	chae
責	chae
采	chae
釵	chae
冊	chaek
嘖	chaek
幘	chaek
柵	chaek
磔	chaek
笧	chaek
策	chaek
簀	chaek
翟	chaek
蚱	chaek
責	chaek
促	chak
戳	chak
捉	chak
措	chak
搾	chak
擉	chak
斲	chak
着	chak
窄	chak
箸	chak
著	chak
錯	chak
鑿	chak
齪	chak
刹	chal
察	chal
扎	chal
拶	chal
擦	chal
札	chal
紮	chal
僭	cham
儳	cham
參	cham
叅	cham
塹	cham
孱	cham
嶄	cham
巉	cham
慘	cham
慙	cham
慚	cham
憯	cham
懺	cham
攙	cham
斬	cham
槧	cham
欃	cham
毚	cham
站	cham
譖	cham
讒	cham
讖	cham
鏨	cham
鑱	cham
饞	cham
驂	cham
黲	cham
串	chan
儧	chan
儹	chan
劗	chan
巑	chan
撰	chan
攢	chan
欑	chan
澯	chan
燦	chan
爨	chan
璨	chan
瓚	chan
竄	chan
簒	chan
粲	chan
纂	chan
纘	chan
讚	chan
贊	chan
趲	chan
鑽	chan
餐	chan
饌	chan
饍	chan
倀	chang
倉	chang
倡	chang
傖	chang
凔	chang
刱	chang
創	chang
唱	chang
娼	chang
廠	chang
彰	chang
悵	chang
惝	chang
愴	chang
戧	chang
搶	chang
敞	chang
昌	chang
昶	chang
暢	chang
椙	chang
槍	chang
氅	chang
滄	chang
漲	chang
猖	chang
瑲	chang
瘡	chang
窓	chang
窗	chang
窻	chang
脹	chang
艙	chang
菖	chang
蒼	chang
蔥	chang
蹌	chang
鋹	chang
錆	chang
閶	chang
鬯	chang
鶬	chang
切	che
剃	che
剔	che
嚏	che
帖	che
彘	che
替	che
棣	che
殢	che
涕	che
滯	che
砌	che
締	che
蒂	che
蔕	che
蕞	che
諦	che
軆	che
逮	che
遞	che
靆	che
體	che
髰	che
切	che
凄	cheo
妻	cheo
悽	cheo
淒	cheo
絮	cheo
萋	cheo
處	cheo
褄	cheo
覷	cheo
郪	cheo
倜	cheok
刺	cheok
剔	cheok
呎	cheok
坧	cheok
塉	cheok
尺	cheok
惕	cheok
慽	cheok
戚	cheok
拓	cheok
捗	cheok
摭	cheok
擲	cheok
斥	cheok
滌	cheok
瘠	cheok
脊	cheok
蜴	cheok
跖	cheok
蹙	cheok
蹠	cheok
躑	cheok
陟	cheok
隻	cheok
刺	cheok
凸	cheol
剟	cheol
哲	cheol
啜	cheol
喆	cheol
埑	cheol
徹	cheol
惙	cheol
掇	cheol
撤	cheol
歠	cheol
澈	cheol
綴	cheol
輟	cheol
轍	cheol
銕	cheol
錣	cheol
鐵	cheol
飻	cheol
餮	cheol
僉	cheom
尖	cheom
幨	cheom
忝	cheom
惉	cheom
檐	cheom
櫼	cheom
沾	cheom
添	cheom
瀸	cheom
甛	cheom
瞻	cheom
簷	cheom
簽	cheom
籤	cheom
襜	cheom
詹	cheom
諂	cheom
亶	cheon
仟	cheon
俴	cheon
倩	cheon
僢	cheon
儃	cheon
千	cheon
喘	cheon
天	cheon
川	cheon
擅	cheon
泉	cheon
洊	cheon
淺	cheon
濺	cheon
玔	cheon
瓩	cheon
祆	cheon
穿	cheon
粁	cheon
臶	cheon
舛	cheon
芊	cheon
茜	cheon
荐	cheon
蒨	cheon
蕆	cheon
薦	cheon
蚕	cheon
賤	cheon
踐	cheon
辿	cheon
遷	cheon
釧	cheon
闡	cheon
阡	cheon
靝	cheon
韆	cheon
凊	cheong
圊	cheong
廳	cheong
晴	cheong
淸	cheong
聽	cheong
菁	cheong
蜻	cheong
請	cheong
靑	cheong
鯖	cheong
鶄	cheong
倢	cheop
呫	cheop
喋	cheop
堞	cheop
妾	cheop
帖	cheop
怗	cheop
捷	cheop
牒	cheop
疊	cheop
睫	cheop
褺	cheop
諜	cheop
貼	cheop
輒	cheop
仄	cheuk
側	cheuk
厠	cheuk
廁	cheuk
惻	cheuk
昃	cheuk
測	cheuk
稷	cheuk
層	cheung
侈	chi
値	chi
卮	chi
哆	chi
嗤	chi
寘	chi
峙	chi
嵯	chi
巵	chi
幟	chi
弛	chi
徵	chi
志	chi
恥	chi
梔	chi
植	chi
治	chi
淄	chi
熾	chi
畤	chi
痓	chi
痔	chi
痴	chi
癡	chi
直	chi
稚	chi
穉	chi
純	chi
絺	chi
緇	chi
緻	chi
織	chi
置	chi
致	chi
菑	chi
薙	chi
蚩	chi
褫	chi
識	chi
豸	chi
跱	chi
輜	chi
錙	chi
阤	chi
雉	chi
馳	chi
鯔	chi
鴙	chi
鴟	chi
鵄	chi
齒	chi
識	chi
則	chik
勅	chik
敕	chik
飭	chik
七	chil
柒	chil
漆	chil
侵	chim
寖	chim
寢	chim
忱	chim
枕	chim
椹	chim
沈	chim
沉	chim
浸	chim
琛	chim
砧	chim
郴	chim
針	chim
鋟	chim
鍼	chim
駸	chim
櫬	chin
藽	chin
襯	chin
親	chin
齔	chin
秤	ching
稱	ching
蟄	chip
偢	cho
僬	cho
初	cho
削	cho
剿	cho
劭	cho
勦	cho
哨	cho
噍	cho
嫶	cho
岧	cho
峭	cho
嶕	cho
怊	cho
悄	cho
愀	cho
憔	cho
抄	cho
招	cho
杪	cho
梢	cho
椒	cho
楚	cho
樵	cho
炒	cho
焦	cho
燋	cho
硝	cho
礁	cho
礎	cho
秒	cho
稍	cho
綃	cho
耖	cho
肖	cho
艸	cho
苕	cho
草	cho
蕉	cho
誚	cho
譙	cho
貂	cho
超	cho
趠	cho
軺	cho
迢	cho
酢	cho
醋	cho
醮	cho
鈔	cho
鍫	cho
鍬	cho
鞘	cho
顦	cho
髫	cho
鷦	cho
齠	cho
催	choe
嘬	choe
崔	choe
摧	choe
最	choe
榱	choe
漼	choe
璀	choe
磪	choe
縗	choe
脧	choe
促	chok
囑	chok
屬	chok
戚	chok
數	chok
曯	chok
燭	chok
爥	chok
矗	chok
矚	chok
薥	chok
蜀	chok
觸	chok
趨	chok
躅	chok
鏃	chok
髑	chok
吋	chon
寸	chon
忖	chon
村	chon
邨	chon
傭	chong
叢	chong
塚	chong
寵	chong
悤	chong
憁	chong
摠	chong
總	chong
聰	chong
葱	chong
蓯	chong
蔥	chong
邨	chong
銃	chong
鏦	chong
騘	chong
驄	chong
龍	chong
僦	chu
啾	chu
墜	chu
娵	chu
帚	chu
惆	chu
抽	chu
捶	chu
推	chu
揫	chu
搥	chu
朽	chu
椎	chu
楸	chu
槌	chu
樞	chu
湫	chu
甃	chu
瘳	chu
皺	chu
秋	chu
箒	chu
箠	chu
簉	chu
縋	chu
縐	chu
芻	chu
萩	chu
蒭	chu
諏	chu
趨	chu
追	chu
鄒	chu
酋	chu
醜	chu
錐	chu
錘	chu
鎚	chu
陬	chu
隧	chu
隹	chu
雛	chu
鞦	chu
騅	chu
騶	chu
魋	chu
鰌	chu
鰍	chu
鵻	chu
鶖	chu
鶵	chu
麄	chu
麤	chu
龝	chu
丑	chuk
妯	chuk
柚	chuk
潚	chuk
畜	chuk
祝	chuk
竺	chuk
筑	chuk
築	chuk
縮	chuk
舳	chuk
蓄	chuk
豖	chuk
蹙	chuk
蹜	chuk
蹴	chuk
軸	chuk
逐	chuk
鼀	chuk
出	chul
朮	chul
秫	chul
黜	chul
春	chun
椿	chun
瑃	chun
充	chung
冲	chung
忠	chung
忡	chung
沖	chung
珫	chung
蟲	chung
衝	chung
衷	chung
撮	chwal
茁	chwal
悴	chwe
惴	chwe
揣	chwe
疩	chwe
瘁	chwe
膵	chwe
萃	chwe
贅	chwe
顇	chwe
冣	chwi
取	chwi
吹	chwi
嘴	chwi
娶	chwi
就	chwi
橇	chwi
毳	chwi
炊	chwi
翠	chwi
聚	chwi
脆	chwi
臭	chwi
贅	chwi
趣	chwi
醉	chwi
驟	chwi
鷲	chwi
多	da
爹	da
茶	da
代	dae
儓	dae
台	dae
坮	dae
垈	dae
大	dae
對	dae
岱	dae
帶	dae
待	dae
懟	dae
戴	dae
擡	dae
旲	dae
汏	dae
玳	dae
碓	dae
臺	dae
袋	dae
貸	dae
載	dae
遞	dae
錞	dae
鐓	dae
隊	dae
黛	dae
宅	daek
宅	daek
喙	dal
妲	dal
怛	dal
撻	dal
澾	dal
獺	dal
疸	dal
達	dal
闥	dal
靼	dal
韃	dal
儋	dam
啖	dam
啗	dam
噉	dam
坍	dam
墰	dam
壜	dam
憺	dam
憾	dam
擔	dam
曇	dam
毯	dam
淡	dam
湛	dam
潭	dam
澹	dam
炎	dam
痰	dam
禫	dam
罎	dam
聃	dam
膽	dam
蕁	dam
薝	dam
覃	dam
談	dam
譚	dam
郯	dam
錟	dam
黮	dam
黵	dam
丹	dan
亶	dan
但	dan
單	dan
團	dan
坍	dan
壇	dan
彖	dan
慱	dan
担	dan
斷	dan
旦	dan
椴	dan
檀	dan
段	dan
湍	dan
漙	dan
癉	dan
短	dan
端	dan
簞	dan
緞	dan
耑	dan
胆	dan
腶	dan
蛋	dan
蜑	dan
袒	dan
鄲	dan
鍛	dan
倘	dang
儻	dang
唐	dang
堂	dang
塘	dang
幢	dang
戇	dang
搪	dang
撞	dang
棠	dang
檔	dang
溏	dang
瑭	dang
璫	dang
當	dang
瞠	dang
礑	dang
糖	dang
螳	dang
蟷	dang
襠	dang
讜	dang
鏜	dang
鐺	dang
餳	dang
餹	dang
黨	dang
沓	dap
畓	dap
答	dap
踏	dap
遝	dap
龘	dap
得	deok
德	deok
悳	deok
得	deuk
登	deuk
凳	deung
墱	deung
嶝	deung
橙	deung
滕	deung
燈	deung
登	deung
磴	deung
等	deung
籐	deung
縢	deung
藤	deung
螣	deung
謄	deung
鄧	deung
鐙	deung
騰	deung
倒	do
刀	do
到	do
叨	do
圖	do
堵	do
塗	do
壔	do
導	do
屠	do
島	do
嶋	do
度	do
弢	do
徒	do
忉	do
悼	do
慆	do
挑	do
掉	do
掏	do
搗	do
搯	do
擣	do
敦	do
桃	do
棹	do
檮	do
櫂	do
洮	do
涂	do
淘	do
渡	do
滔	do
濤	do
燾	do
盜	do
睹	do
禱	do
稌	do
稻	do
綢	do
菟	do
萄	do
覩	do
賭	do
跳	do
蹈	do
逃	do
途	do
道	do
都	do
酴	do
鍍	do
闍	do
陶	do
鞀	do
鞱	do
韜	do
饕	do
鼗	do
櫝	dok
毒	dok
瀆	dok
牘	dok
犢	dok
獨	dok
督	dok
禿	dok
竺	dok
篤	dok
纛	dok
讀	dok
黷	dok
乭	dol
咄	dol
堗	dol
突	dol
頓	dol
墩	don
弴	don
惇	don
敦	don
旽	don
暾	don
沌	don
潡	don
焞	don
燉	don
盾	don
豚	don
躉	don
遯	don
頓	don
仝	dong
侗	dong
働	dong
僮	dong
冬	dong
凍	dong
動	dong
同	dong
哃	dong
垌	dong
峒	dong
彤	dong
憧	dong
朣	dong
東	dong
桐	dong
棟	dong
橦	dong
洞	dong
涷	dong
潼	dong
疼	dong
瞳	dong
童	dong
胴	dong
艟	dong
苳	dong
茼	dong
董	dong
蕫	dong
蝀	dong
重	dong
銅	dong
錬	dong
鮗	dong
兜	du
土	du
投	du
抖	du
斁	du
斗	du
杜	du
枓	du
瀆	du
痘	du
竇	du
肚	du
脰	du
荳	du
蚪	du
蠹	du
讀	du
豆	du
逗	du
陡	du
頭	du
讀	du
纛	duk
乧	dul
屯	dun
窀	dun
臀	dun
芚	dun
迍	dun
遁	dun
遯	dun
鈍	dun
恚	e
曀	e
円	en
吾	eo
圄	eo
圉	eo
御	eo
敔	eo
於	eo
淤	eo
漁	eo
瘀	eo
禦	eo
衙	eo
語	eo
飫	eo
馭	eo
魚	eo
齬	eo
億	eok
憶	eok
抑	eok
檍	eok
繶	eok
臆	eok
薏	eok
孼	eol
臬	eol
蘖	eol
俺	eom
儼	eom
嚴	eom
奄	eom
崦	eom
广	eom
掩	eom
曮	eom
淹	eom
罨	eom
醃	eom
閹	eom
偃	eon
傿	eon
匽	eon
堰	eon
嫣	eon
彦	eon
焉	eon
言	eon
諺	eon
讞	eon
鄢	eon
鼴	eon
鼹	eon
嶪	eop
嶫	eop
業	eop
鄴	eop
乙	eul
鳦	eul
吟	eum
喑	eum
崟	eum
廕	eum
愔	eum
淫	eum
蔭	eum
陰	eum
霪	eum
音	eum
飮	eum
听	eun
嚚	eun
圁	eun
圻	eun
垠	eun
垽	eun
恩	eun
慇	eun
憖	eun
檼	eun
殷	eun
沂	eun
溵	eun
狺	eun
珢	eun
癮	eun
言	eun
訔	eun
誾	eun
鄞	eun
銀	eun
隱	eun
齗	eun
凝	eung
應	eung
疑	eung
膺	eung
鷹	eung
悒	eup
挹	eup
揖	eup
泣	eup
浥	eup
邑	eup
仮	ga
伽	ga
何	ga
佳	ga
假	ga
傢	ga
價	ga
加	ga
可	ga
呵	ga
咖	ga
哥	ga
哿	ga
嘉	ga
坷	ga
嫁	ga
宊	ga
家	ga
斝	ga
暇	ga
架	ga
枷	ga
柯	ga
榎	ga
檟	ga
歌	ga
珂	ga
珈	ga
痂	ga
稼	ga
笳	ga
耞	ga
舸	ga
苛	ga
茄	ga
葭	ga
街	ga
袈	ga
訶	ga
謌	ga
賈	ga
跏	ga
軻	ga
迦	ga
駕	ga
賈	ga
介	gae
价	gae
個	gae
凱	gae
剴	gae
匃	gae
塏	gae
恝	gae
愷	gae
愾	gae
慨	gae
揩	gae
改	gae
槩	gae
槪	gae
漑	gae
玠	gae
疥	gae
皆	gae
盖	gae
磕	gae
箇	gae
芥	gae
蓋	gae
豈	gae
鎧	gae
開	gae
闓	gae
豈	gae
喀	gaek
客	gaek
坑	gaeng
更	gaeng
硜	gaeng
粳	gaeng
羹	gaeng
賡	gaeng
鏗	gaeng
更	gaeng
刻	gak
剋	gak
却	gak
卻	gak
各	gak
咯	gak
埆	gak
恪	gak
慤	gak
搉	gak
擱	gak
格	gak
桷	gak
殼	gak
珏	gak
脚	gak
覺	gak
角	gak
較	gak
閣	gak
乫	gal
喝	gal
噶	gal
曷	gal
楬	gal
歇	gal
渴	gal
碣	gal
秸	gal
竭	gal
羯	gal
葛	gal
蝎	gal
蠍	gal
褐	gal
鞨	gal
鶡	gal
勘	gam
坎	gam
坩	gam
埳	gam
堪	gam
嵁	gam
嵌	gam
弇	gam
感	gam
憨	gam
憾	gam
戡	gam
撼	gam
敢	gam
柑	gam
橄	gam
欿	gam
歛	gam
泔	gam
淦	gam
減	gam
澉	gam
甘	gam
疳	gam
監	gam
瞰	gam
矙	gam
紺	gam
藍	gam
轗	gam
邯	gam
酣	gam
鑑	gam
鑒	gam
鹻	gam
鹼	gam
龕	gam
侃	gan
偘	gan
刊	gan
墾	gan
奸	gan
姦	gan
干	gan
幹	gan
慳	gan
懇	gan
揀	gan
暕	gan
杆	gan
柬	gan
栞	gan
桿	gan
榦	gan
澗	gan
玕	gan
癎	gan
看	gan
磵	gan
秆	gan
稈	gan
竿	gan
簡	gan
翰	gan
肝	gan
艮	gan
艱	gan
茛	gan
衎	gan
諫	gan
赶	gan
迀	gan
閒	gan
間	gan
齦	gan
傋	gang
僵	gang
剛	gang
堈	gang
壃	gang
姜	gang
岡	gang
崗	gang
康	gang
強	gang
强	gang
彊	gang
忼	gang
慷	gang
扛	gang
控	gang
杠	gang
橿	gang
殭	gang
江	gang
畺	gang
疆	gang
矼	gang
穅	gang
糠	gang
絳	gang
綱	gang
繈	gang
罡	gang
羌	gang
羗	gang
羫	gang
腔	gang
舡	gang
茳	gang
薑	gang
襁	gang
講	gang
豇	gang
鋼	gang
降	gang
韁	gang
鱇	gang
匣	gap
岬	gap
押	gap
甲	gap
胛	gap
鉀	gap
閘	gap
韐	gap
偈	ge
憩	ge
揭	ge
倨	geo
去	geo
呿	geo
居	geo
巨	geo
拒	geo
据	geo
據	geo
擧	geo
昛	geo
渠	geo
炬	geo
祛	geo
秬	geo
筥	geo
籧	geo
胠	geo
腒	geo
苣	geo
莒	geo
蕖	geo
蘧	geo
袪	geo
裾	geo
距	geo
踞	geo
車	geo
遽	geo
醵	geo
鉅	geo
鋸	geo
駏	geo
車	geo
乞	geol
乬	geol
傑	geol
朅	geol
杰	geol
桀	geol
榤	geol
儉	geom
劍	geom
劒	geom
撿	geom
檢	geom
瞼	geom
芡	geom
鈐	geom
黔	geom
乾	geon
件	geon
健	geon
巾	geon
建	geon
愆	geon
揵	geon
楗	geon
犍	geon
睷	geon
腱	geon
虔	geon
褰	geon
謇	geon
蹇	geon
鍵	geon
鞬	geon
騫	geon
刦	geop
刧	geop
劫	geop
怯	geop
迲	geop
亟	geuk
克	geuk
剋	geuk
劇	geuk
可	geuk
尅	geuk
屐	geuk
戟	geuk
棘	geuk
極	geuk
郄	geuk
郤	geuk
隙	geuk
革	geuk
契	geul
訖	geul
契	geul
今	geum
吟	geum
唫	geum
噤	geum
妗	geum
嶔	geum
擒	geum
昑	geum
檎	geum
琴	geum
禁	geum
禽	geum
笒	geum
芩	geum
衾	geum
衿	geum
襟	geum
金	geum
錦	geum
黅	geum
黔	geum
金	geum
僅	geun
劤	geun
勤	geun
卺	geun
厪	geun
墐	geun
巹	geun
廑	geun
懃	geun
斤	geun
根	geun
槿	geun
漌	geun
瑾	geun
矜	geun
筋	geun
芹	geun
菫	geun
覲	geun
觔	geun
謹	geun
跟	geun
近	geun
釿	geun
鈐	geun
靳	geun
饉	geun
亘	geung
亙	geung
兢	geung
恒	geung
殑	geung
矜	geung
肯	geung
伋	geup
及	geup
圾	geup
岌	geup
急	geup
扱	geup
汲	geup
皀	geup
礏	geup
笈	geup
級	geup
給	geup
芨	geup
企	gi
伎	gi
倚	gi
僛	gi
其	gi
冀	gi
剞	gi
嗜	gi
器	gi
圻	gi
基	gi
埼	gi
墍	gi
夔	gi
奇	gi
妓	gi
寄	gi
居	gi
屺	gi
岐	gi
崎	gi
己	gi
幾	gi
庋	gi
弃	gi
忌	gi
忮	gi
愭	gi
技	gi
掎	gi
攲	gi
旂	gi
旗	gi
旣	gi
暣	gi
曁	gi
朞	gi
期	gi
杞	gi
枝	gi
棄	gi
棊	gi
棋	gi
機	gi
欺	gi
歧	gi
氣	gi
汽	gi
沂	gi
淇	gi
漑	gi
炁	gi
猉	gi
玘	gi
琦	gi
琪	gi
璂	gi
璣	gi
畸	gi
畿	gi
碁	gi
磯	gi
示	gi
祁	gi
祇	gi
祈	gi
祺	gi
禨	gi
箕	gi
紀	gi
綥	gi
綦	gi
綺	gi
羇	gi
羈	gi
耆	gi
耭	gi
肌	gi
肵	gi
芪	gi
芰	gi
蘄	gi
虁	gi
蜝	gi
蟣	gi
覉	gi
覬	gi
記	gi
譏	gi
豈	gi
起	gi
跂	gi
近	gi
錡	gi
錤	gi
隑	gi
頎	gi
飢	gi
饑	gi
騎	gi
騏	gi
驥	gi
鬐	gi
鰭	gi
麒	gi
黖	gi
佶	gil
吉	gil
姞	gil
帙	gil
拮	gil
桔	gil
蛣	gil
金	gim
金	gim
緊	gin
估	go
凅	go
刳	go
古	go
叩	go
告	go
呱	go
固	go
塙	go
姑	go
孤	go
家	go
尻	go
庫	go
拷	go
攷	go
故	go
敲	go
暠	go
杲	go
枯	go
栲	go
槀	go
槁	go
槹	go
櫜	go
沽	go
牯	go
痼	go
皋	go
皐	go
盬	go
睾	go
瞽	go
稁	go
稿	go
箍	go
篙	go
糕	go
罟	go
羔	go
羖	go
翺	go
考	go
股	go
胯	go
膏	go
苦	go
苽	go
菰	go
藁	go
蠱	go
袴	go
觚	go
詁	go
誥	go
賈	go
辜	go
郜	go
酤	go
鈷	go
錮	go
雇	go
靠	go
顧	go
高	go
鴣	go
鷱	go
鼓	go
賈	go
乖	goe
傀	goe
塊	goe
壞	goe
媿	goe
廥	goe
怪	goe
恠	goe
愧	goe
拐	goe
槐	goe
瑰	goe
璝	goe
蒯	goe
襘	goe
魁	goe
斛	goek
虢	goek
馘	goek
宏	goeng
浤	goeng
紘	goeng
肱	goeng
觥	goeng
訇	goeng
轟	goeng
閎	goeng
串	goj
哭	gok
嚳	gok
斛	gok
曲	gok
梏	gok
槲	gok
穀	gok
縠	gok
觳	gok
谷	gok
轂	gok
鵠	gok
搰	gol
榾	gol
汨	gol
滑	gol
