ㄱㄴ순 ㄱㄴ順
우분죽 藕粉粥
우분하다 憂憤하다
우불규칙용언 우不規則用言
우불규칙활용 우不規則活用
우비 于飛
우비 優批
우비 優比
우비 愚鄙
우비 憂悲
우비 雨備
우비차사원 雨備差使員
우빙 雨氷
우사 寓舍
우사 牛舍
우사 雨師
우사 雩祀
우사간 右司諫
우사간대부 右司諫大夫
우사단 雩祀壇
우사생풍 遇事生風
우사어솔부 右司禦率府
우사원외랑 右司員外郞
우사윤 右司尹
우사의대부 右司議大夫
우사체 右斜體
우산 雨傘
우산걸음 雨傘걸음
우산국 于山國
우산기상시 右散騎常侍
우산이끼 雨傘이끼
우삼엽 羽三葉
우상 偶像
우상 右相
우상 愚相
우상 憂傷
우상 羽狀
우상 雨桑
우상맥 羽狀脈
우상복엽 羽狀複葉
우상설 偶像說
우상숭배 偶像崇拜
우상숭배자 偶像崇拜者
우상숭배하다 偶像崇拜하다
우상시 右常侍
우상엽 羽狀葉
우상적 偶像的
우상파괴 偶像破壞
우상파괴령 偶像破壞令
우상화 偶像化
우상화되다 偶像化되다
우상화하다 偶像化하다
우색 憂色
우생 優生
우생 寓生
우생 愚生
우생수술 優生手術
우생유전자 優生遺傳子
우생일진 又生一秦
우생하다 寓生하다
우생학 優生學
우생학적 優生學的
우서 寓書
우서 愚書
우서 羽書
우서 郵書
우서윤 右庶尹
우석 隅石
우석목 偶石木
우선 于先
우선 優先
우선 右旋
우선 牛癬
우선 羽扇
우선 郵船
우선권 優先權
우선룡 右旋龍
우선배당주의 優先配當主義
우선배정 優先配定
우선배치 優先配置
우선부유선광 優先浮游選鑛
우선순위 優先順位
우선적 優先的
우선주 優先株
우선주의 優先主義
우선하다 優先하다
우선하다 右旋하다
우설 愚說
우설 牛舌
우설 雨雪
우설어 牛舌魚
우성 偶性
우성 優性
우성 右姓
우성 牛星
우성 羽聲
우성 雨聲
우성기 牛星旗
우성인자 優性因子
우성화 優性化
우세 優勢
우세 憂世
우세 牛稅
우세 郵稅
우세 雨勢
우세승 優勢勝
우세적 優勢的
우세하다 優勢하다
우세하다 憂世하다
우소 寓所
우소 迂疏
우속 牛贖
우속 羽屬
우송 郵送
우송금제품 郵送禁製品
우송되다 郵送되다
우송료 郵送料
우송하다 郵送하다
우수 偶數
우수 優秀
우수 右手
우수 憂囚
우수 憂愁
우수 牛宿
우수 牛髓
우수 雨水
우수군절도사 右水軍節度使
우수사 右水使
우수사려 憂愁思慮
우수성 優秀性
우수아 優秀兒
우수영 右水營
우수우상복엽 偶數羽狀複葉
우수인력 優秀人力
우수적 優秀的
우수정 牛首停
우수하다 優數하다
우수하다 優秀하다
우수하다 憂囚하다
우수학생 優秀學生
우수환 偶數環
우숙 寓宿
우숙 愚叔
우순풍조 雨順風調
우술 右述
우숫물 雨水물
우슬 牛膝
우슬 牛蝨
우습 雨濕
우습유 右拾遺
우승 優勝
우승 右丞
우승 愚僧
우승 牛蠅
우승기 優勝旗
우승배 優勝杯
우승배 優勝盃
우승열패 優勝劣敗
우승열패하다 優勝劣敗하다
우승자 優勝者
우승지 右承旨
우승직 右承直
우승하다 優勝하다
우승후보 優勝候補
우시 憂時
우시 雨矢
우시어 右侍御
우시장 牛市場
우시중 右侍中
우시하다 憂時하다
우식 寓食
우식 愚息
우식 憂息
우식 雨蝕
우식악 憂息樂
우신 牛腎
우신 郵信
우실 優失
우심 寓心
우심 尤甚
우심 憂心
우심 牛心
우심방 右心房
우심실 右心室
우심적 牛心炙
우심증 右心症
우심하다 寓心하다
우심하다 尤甚하다
우심혈 牛心血
우아 優雅
우아체 優雅體
우아하다 優雅하다
우악 優渥
우악 愚惡
우악살스럽다 愚惡살스럽다
우악살스레 愚惡살스레
우악스럽다 愚惡스럽다
우악스레 愚惡스레
우악하다 優渥하다
우악하다 愚惡하다
우안 右岸
우안 愚案
우안 憂顔
우안 牛眼
우암집 尤庵集
우애 友愛
우애로이 友愛로이
우애롭다 友愛롭다
우애하다 友愛하다
우야 雨夜
우양 牛羊
우양 雨暘
우어 偶語
우어청 偶語廳
우어하다 偶語하다
우언 寓言
우언 迂言
우여 紆餘
우여곡절 迂餘曲折
우역 牛疫
우역 郵驛
우연 偶然
우연론 偶然論
우연발생설 偶然發生說
우연변이 偶然變異
우연사 偶然死
우연성 偶然性
우연성음악 偶然性音樂
우연스럽다 偶然스럽다
우연스레 偶然스레
우연적 偶然的
우연적진리 偶然的眞理
우연찮다 偶然찮다
우연하다 偶然하다
우연히 偶然히
우열 偶列
우열 優劣
우열 優劣
우열 右列
우열 愚劣
우열 牛裂
우열 雨裂
우열하다 愚劣하다
우영 偶詠
우영 右營
우영전 右令箭
우와 雨蛙
우와과 雨蛙科
우완 右腕
우완 愚頑
우완하다 愚頑하다
우왕 禑王
우왕마왕 牛往馬往
우왕좌왕 右往左往
우왕좌왕하다 右往左往하다
우외 憂畏
우요 右繞
우요 憂擾
우요하다 右繞하다
우용 優容
우우 優遇
우우 憂虞
우우 迂遇
우우하다 優遇하다
우우하다 憂虞하다
우운 雨雲
우울 憂鬱
우울병 憂鬱病
우울성 憂鬱性
우울증 憂鬱症
우울질 憂鬱質
우울하다 憂鬱하다
우울히 憂鬱히
우원 迂遠
우원하다 迂遠하다
우월 優越
우월 雨月
우월감 優越感
우월권 優越權
우월성 優越性
우월하다 優越하다
우위 優位
우위 右位
우위 右衛
우위솔 右衛率
우위적 優位的
우유 牛乳
우유 牛油
우유국 優由國
우유배양기 牛乳培養基
우유병 牛乳甁
우유부단 優柔不斷
우유부단하다 優柔不斷하다
우유불단 優柔不斷
우유선 右諭善
우유성 偶有性
우유적속성 偶有的屬性
우유체 優柔體
우유하다 優柔하다
우육 牛肉
우윤 右尹
우율 芋栗
우은 優恩
우은 羽隱
우음 偶吟
우음 牛飮
우음 羽音
우음마식 牛飮馬食
우음마식하다 牛飮馬食하다
우음하다 牛飮하다
우의 優毅
우의 友誼
우의 寓意
우의 愚意
우의 牛衣
우의 牛醫
우의 羽蟻
우의 羽衣
우의 雨意
우의 雨衣
우의소설 寓意小說
우의적 友誼的
우의정 右議政
우의하다 優毅하다
우의하다 寓意하다
우이 偶爾
우이 牛耳
우이독경 牛耳讀經
우이득중 偶爾得中
우이득중하다 偶爾得中하다
우이송경 牛耳誦經
우이집집 牛耳執執
우이하다 偶爾하다
우익 右翼
우익 羽翼
우익군 右翼軍
우익단체 右翼團體
우익선 右翊善
우익수 右翼手
우익장 右翼將
우익적 右翼的
우익정당 右翼政黨
우인 偶人
우인 偶因
우인 優人
우인 友人
우인 愚人
우인 羽人
우인 虞人
우인극 偶人劇
우인대표 友人代表
우일 偶日
우일 優逸
우자 右者
우자 愚姉
우자 愚者
우자 芋子
우자스럽다 愚者스럽다
우자스레 愚者스레
우자의 右諮議
우자일득 愚者一得
우작 偶作
우작 愚作
우장 愚將
우장 愚狀
우장 牛漿
우장 雨裝
우장사 右長史
우장옷 雨裝옷
우장하다 雨裝하다
우적 牛籍
우적 禹跡
우적 雨滴
우전 右前
우전 牛廛
우전 郵傳
우전 郵電
우전 隅廛
우전하다 郵傳하다
우점 優點
우점 右點
우점 雨點
우점종 優占種
우접 寓接
우접하다 寓接하다
우정 優定
우정 友情
우정 郵政
우정국 郵政局
우정수 右呈手
우정승 右政丞
우정언 右正言
우정총국 郵政總局
우제 愚弟
우제 虞祭
우제 雨祭
우제류 偶蹄類
우조 優詔
우조 羽調
우조다사음 羽調多辭音
우조음 羽調音
우조화함수 優調和函數
우족 右族
우족 右足
우족 羽族
우졸 愚拙
우졸하다 愚拙하다
우종 寓宗
우종사 右從史
우좌 偶坐
우좌 右左
우주 宇宙
우주 虞主
우주 虞柱
우주 隅柱
우주개발 宇宙開發
우주개벽론 宇宙開闢論
우주개벽설 宇宙開闢說
우주경쟁 宇宙競爭
우주공간 宇宙空間
우주공학 宇宙工學
우주과학 宇宙科學
우주관 宇宙觀
우주권 宇宙圈
우주기구 宇宙機構
우주기원론 宇宙起源論
우주기지 宇宙基地
우주론 宇宙論
우주론적 宇宙論的
우주론적증명 宇宙論的證明
우주무기 宇宙武器
우주물리학 宇宙物理學
우주발생론 宇宙發生論
우주법 宇宙法
우주복 宇宙服
우주비행 宇宙飛行
우주비행사 宇宙飛行士
우주산업 宇宙産業
우주생성론 宇宙生成論
우주선 宇宙線
우주선 宇宙船
우주선실 宇宙船室
우주속도 宇宙速度
우주송삼금 牛酒松三禁
우주시대 宇宙時代
우주식 宇宙食
우주식민지 宇宙植民地
우주여행 宇宙旅行
우주왕복선 宇宙往復船
우주유영 宇宙游泳
우주유영 宇宙遊泳
우주인 宇宙人
우주적 宇宙的
우주전쟁 宇宙戰爭
우주정류장 宇宙停留場
우주진 宇宙塵
우주진화론 宇宙進化論
우주천문대 宇宙天文臺
우주천체조약 宇宙天體條約
우주총 宇宙銃
우주통신 宇宙通信
우주팽창설 宇宙膨脹說
우죽 牛粥
우죽 羽竹
우죽불 牛粥불
우준 愚蠢
우중 偶中
우중 愚衆
우중 禹中
우중 雨中
우중간 右中間
우중지 又重之
우중하다 偶中하다
우지 牛脂
우지 盂只
우지 羽枝
우지 遇知
우직 右職
우직 愚直
우직 羽織
우직하다 愚直하다
우진마불경 牛嗔馬不耕
우질 牛疾
우징 雨徵
우차 牛車
우차부 牛車夫
우찬독 右贊讀
우찬선대부 右贊善大夫
우찬성 右贊成
우찰 愚察
우찰 愚札
우참찬 右參贊
우창 右倉
우책 愚策
우처 愚妻
우천 優遷
우천 牛喘
우천 雨天
우천순연 雨天順延
우천순연하다 雨天順延하다
우천하다 優遷하다
우첨사 右詹事
우청 雨晴
우청도솔부 右淸道率府
우체 郵遞
우체국 郵遞局
우체부 郵遞夫
우체사 郵遞司
우체통 郵遞筒
우초 愚草
우초엽 羽初葉
우축 羽軸
우축 隅蹴
우충 愚衷
우충 羽蟲
우측 右側
우측통행 右側通行
우치 愚癡
우치 憂恥
우치재 愚癡齋
우치하다 愚癡하다
우택 雨澤
우통례 右通禮
우파 右派
우파내각 右派內閣
우파의원 右派議員
우판 羽辦
우패 愚悖
우편 右便
우편 羽片
우편 羽編
우편 郵便
우편국 郵便局
우편금제품 郵便禁製品
우편낭 郵便囊
우편료 郵便料
우편물 郵便物
우편배달 郵便配達
우편배달부 郵便配達夫
우편번호 郵便番號
우편사서함 郵便私書函
우편선 郵便船
우편선별기 郵便選別機
우편송달 郵便送達
우편엽서 郵便葉書
우편요금 郵便料金
우편저금 郵便貯金
우편접수 郵便接受
우편집배원 郵便集配員
우편통 郵便洞
우편함 郵便函
우편환 郵便換
우포도대장 右捕盜大將
우포도청 右捕盜廳
우포장 右捕長
우표 郵票
우표딱지 郵票딱지
우표세 郵票稅
우표수집 郵票蒐集
우표첩 郵票帖
우풍 우風
우풍자우 友風子雨
우피 牛皮
우필 右弼
우필 愚筆
우필선 右弼善
우하 宇下
우하다 愚하다
우한 牛漢
우함수 偶函數
우함수 右函數
우합 偶合
우합 右閤
우합되다 偶合되다
우합하다 偶合하다
우해 遇害
우향우 右向右
우헌납 右獻納
우험 尤險
우현 右舷
우협 右挾
우협무 右挾舞
우형 愚兄
우호 優弧
우호 友好
우호 雨戶
우호적 友好的
우호조약 友好條約
우혹 愚惑
우화 偶話
우화 寓話
우화 羽化
우화 藕花
우화 雨花
우화 雨靴
우화등선 羽化登仙
우화등선하다 羽化登仙하다
우화법 寓話法
우화소설 寓話小說
우화시 寓話詩
우화적 寓話的
우화집 寓話集
우화하다 羽化하다
우환 憂患
우환굿 憂患굿
우환질고 憂患疾苦
우활 迂闊
우활꼴 優활꼴
우활하다 迂闊하다
우황 又況
우황 憂惶
우황 牛黃
우회 右回
우회 憂懷
우회 迂回
우회 迂廻
우회로 迂回路
우회로 迂廻路
우회생산 迂廻生産
우회적 迂廻的
우회전 右回轉
우회전략 迂回戰略
우회전하다 右回轉하다
우회하다 迂回하다
우회하다 迂廻하다
우후 優厚
우후 牛後
우후 虞侯
우후 雨後
우후요 雨後謠
우후죽순 雨後竹筍
우후투추 牛後投芻
우휼 優恤
우휼하다 優恤하다
우흔 雨痕
우흡 優洽
우흡하다 優洽하다
우흥 寓興
욱 勖
욱 奧
욱 彧
욱 拗
욱 旭
욱 昱
욱 栯
욱 澳
욱 煜
욱 燠
욱 稶
욱 郁
욱 頊
욱기 욱氣
욱렬 郁烈
욱리 郁李
욱리인 郁李仁
욱리자 郁李子
욱보 욱補
욱보하다 욱補하다
욱복 郁馥
욱욱 昱昱
욱욱 煜煜
욱욱 郁郁
욱욱하다 昱昱하다
욱욱하다 煜煜하다
욱욱하다 郁郁하다
욱일 旭日
욱일승천 旭日昇天
운 云
운 員
운 惲
운 暈
운 橒
운 殞
운 沄
운 澐
운 煇
운 熉
운 篔
운 紜
운 耘
운 芸
운 蕓
운 運
운 隕
운 雲
운 霣
운 韵
운 韻
운 暈
운각 芸閣
운각 雲刻
운각 雲脚
운각 雲閣
운각 韻脚
운감 殞感
운감 運感
운감 雲監
운감하다 殞感하다
운객 雲客
운거 雲車
운건 運蹇
운검 雲劒
운격 韻格
운경 雲卿
운경 雲鏡
운경 韻鏡
운고 雲高
운고 雲鼓
운고 韻考
운고집 雲皐集
운곤 運困
운공 雲工
운공 雲空
운관 芸館
운관 雲觀
운교 雲橋
운구 運柩
운구하다 運柩하다
운궁 雲宮
운궁법 運弓法
운권천청 雲捲天晴
운권천청하다 雲捲天晴하다
운궐증 暈厥症
운급 雲級
운기 運氣
운기 雲氣
운납 雲衲
운니 雲泥
운니지차 雲泥之差
운당 雲堂
운대 雲臺
운대관 雲臺官
운도 韻圖
운도시래 運到時來
운도시래하다 運到時來하다
운동 運動
운동가 運動家
운동경기 運動競技
운동계 運動系
운동구 運動具
운동기관 運動器官
운동기록기 運動記錄器
운동노선 運動路線
운동량 運動量
운동력 運動力
운동마찰 運動摩擦
운동모 運動帽
운동모 運動毛
운동모자 運動帽子
운동법칙 運動法則
운동복 運動服
운동본부 運動本部
운동부 運動部
운동비 運動費
운동사 運動史
운동선수 運動選手
운동성실어증 運動性失語症
운동신경 運動神經
운동실조 運動失調
운동에너지 運動에너지
운동요법 運動療法
운동원 運動員
운동잔상 運動殘像
운동장 運動場
운동전 運動戰
운동중추 運動中樞
운동착오증 運動錯誤症
운동하다 運動하다
운동학 運動學
운동화 運動靴
운동회 運動會
운두 韻頭
운둔 雲屯
운둔근 運鈍根
운량 運糧
운량 雲量
운량관 運糧官
운량하다 運糧하다
운로 運路
운로 雲路
운룡 雲龍
운룡풍호 雲龍風虎
운륜 暈輪
운률 韻律
운림 雲林
운명 殞命
운명 運命
운명관 運命觀
운명되다 殞命되다
운명론 運命論
운명론자 運命論者
운명비극 運命悲劇
운명선 運命線
운명신 運命神
운명애 運命愛
운명적 運命的
운명하다 殞命하다
운모 雲母
운모 韻母
운모고 雲母膏
운모병 雲母屛
운모지 雲母紙
운모축전기 雲母蓄電器
운모편마암 雲母片麻巖
운모편암 雲母片巖
운목 韻目
운무 雲霧
운무중 雲霧中
운무함 雲霧函
운문 雲紋
운문 韻文
운문단 雲紋緞
운문문학 韻文文學
운문시 韻文詩
운문적 韻文的
운문종 雲門宗
운문체 韻文體
운미 韻尾
운반 運搬
운반 雲半
운반기계 運搬機械
운반되다 運搬되다
운반력 運搬力
운반비 運搬費
운반선 運搬船
운반업 運搬業
운반작용 運搬作用
운반하다 運搬하다
운발 雲髮
운법 韻法
운보 韻譜
운복 韻腹
운봉 運逢
운봉 雲峰
운봉하다 運逢하다
운부 韻府
운부 韻符
운비 運費
운사 雲師
운사 韻事
운사 韻士
운산 運算
운산 雲山
운산 雲散
운산무소 雲散霧消
운산무소하다 雲散霧消하다
운산조몰 雲山鳥沒
운산증 運算症
운산하다 運算하다
운산하다 雲散하다
운상 運喪
운상 雲翔
운상기품 雲上氣稟
운상하다 運喪하다
운상하다 雲翔하다
운색 暈色
운서 韻書
운석 隕石
운석 雲石
운석공 隕石孔
운선 運船
운선 暈渲
운선곡 雲仙曲
운선되다 運船되다
운선식지형도 暈渲式地形圖
운선하다 運船하다
